"product","relation_type","rule"
"M61125","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M526,M528,M61124,M45050,M49344,M86729,M1000900,M1000945,M1000946,M11306""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M61240","others","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M46988""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M61240","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M57896,M62737,M53326,M79890,M79892,M79932,M2495,M1013514""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M62301","related-products","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M62312""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M62301","others","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M1006752,M1006753,M1006754""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M62301","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M1818,M1814,M68726,M62305,M62306""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M62305","related-products","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M62312""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M62305","others","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M1006752,M1006753,M1006754""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M62305","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M62301,M62306,M68726,M1814,M1818""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M62306","related-products","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M62312""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M62306","others","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M1006752,M1006753,M1006754""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M62306","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M1814,M1818,M68726,M62301,M62305""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M62584","related-products","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M62602""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M62584","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M90799,M90800,M90802,M90804,M90805,M90737,M1024684,M1024689,M432,M87599,M1002203,M90806,M213,M226,M229,M14054,M15127,M87416,M87464""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M634","related-products","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M1015346,M75255""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M634","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M1025370,M635,M636,M74966,M1000567,M87656,M87657,M87658,M1014496,M1014502""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M635","related-products","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M75257""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M635","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M1014496,M1014502,M1025370,M1000567,M87656,M87658,M87657,M636,M634,M74966""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M636","related-products","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M1015346,M75255""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M636","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M1014502,M1014496,M634,M635,M74966,M1000567,M87656,M87657,M87658,M1025370""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M64933","related-products","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M72887""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M64933","others","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M72887""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M64933","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M64934,M2393,M2391,M1028049""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M64934","related-products","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M72887""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M64934","others","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M72887""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M64934","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M1028049,M2393,M2391,M64933""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M64947","related-products","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M58098,M49216""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M64947","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M1018121,M58102,M58100,M58095,M74907,M69408,M72878,M75035,M87390,M39679,M1000625""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M65062","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M88181,M88182,M88184,M1014656""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M66923","related-products","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M1012319,M75086,M66930""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M66923","others","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M80381,M80372,M80387,M80392,M80389""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M66923","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M2500,M1032897,M10577,M11473,M49344""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M68726","related-products","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M68729""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M68726","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M20534,M20539,M1010,M998,M68727,M62301,M62306,M62305,M43347,M43348,M43349,M43350,M43351""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M68727","related-products","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M68729""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M68727","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M43347,M43348,M43349,M43350,M43351,M68726,M20534,M20539""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M68854","related-products","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M58326,M12479,M69208""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M68854","others","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M58335,M58336,M1014371,M1014372""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M68854","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M55878,M55879,M55880,M55881,M55882,M55883,M55884,M55885,M2203,M2204,M1014359,M1014360,M1014362,M1014363,M1014364,M55936,M55937,M58339""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M69408","related-products","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M49216,M69442""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M69408","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M1000970,M1000971,M1000983,M1000979,M1000945,M1000946,M74907,M64947,M58102,M58095,M58100,M80362,M1000900""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M70208","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M5042,M5043,M5044,M5113,M245,M5147,M5148,M19872,M75950,M5159""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M714","others","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M738,M739,M740,M741,M743,M742,M780,M778,M779,M784,M785,M786""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
